"","Name","Domestication","Genotype","Flooding","Herbivory","Treatment_Combination","SampleID","Biomass","Height","Cyclopentanone","X2_Hexenal","ethylcyclopentanone","b_Myrcene","X3_Hexen.1.ol.acetate","X2_Hexen1olacetate","D_Limonene","transbetaOcimene","betaOcimene","y_Terpinene","alpha_Terpinolene","alpha_myrcene","Linalool","Nonanal","Dimethylnonatriene","Bicyclopentyl1diene","Methylsalicylate","X11_Bicyclopentyl2one","Indole","Tridecane","alphaMuurolene","Ylangene","alphaCopaene","betaBourbonene","alphaSesquiphellandrene","gamma_Himachalene","Caryophyllene","epi_Bicyclosesquiphellandrene","transalphaBergamotene","Sesquisabinene","Humulene","EbetaFarnesene","betaCopaene","y_Muurolene","GermacreneD","X1Pentadecane","Pentadecane","betaBisabolene","betaCucurmene","betasesquiphellandrene","transGeranylgeraniol","Total_VOCs"
"1","I.A.29","Wild Progenitor","G1","Not_Flooded","No","Control","G1_C_1",43.57,113.1,27036.35529,0,4033.371586,648.9557035,1687.652054,0,622.5613955,240.555428,10422.17122,0,0,199.3344044,471.4482442,0,30565.13656,1500.068855,0,40725.08607,0,0,9134.771632,4302.203351,0,160.8446179,1011.085609,0,30919.27932,228.8271747,14796.67202,270.9662612,18296.80973,0,250.700023,300.803305,1253.706679,277.6222171,418.3383062,277.3467983,0,462.7266468,1177.759927,201693.1604
"2","I.A.29","Wild Progenitor","G1","Not_Flooded","No","Control","G1_C_2",57.08,121.5,19851.31395,0,3436.720392,0,2390.592151,0,511.1247372,89.80378416,1316.310441,0,0,79.43237561,287.1758935,0,5076.156272,1089.155571,82.27049755,0,0,83.12894184,1377.224947,354.8177996,0,0,0,0,1186.002102,0,314.085494,0,240.1541696,0,0,0,0,0,0,0,0,0,0,37765.46952
"3","I.A.29","Wild Progenitor","G1","Not_Flooded","No","Control","G1_C_3",38.14,100.4,42789.90561,798.3481909,8700.603041,305.1651809,8998.453068,0,1699.606712,790.2202412,285.972732,0,404.8505506,150.9963293,733.5081279,0,6957.498689,3347.037231,241.1903513,68350.49816,0,0,5332.433141,3442.501311,0,144.1793393,0,0,25267.75039,147.2469848,6299.34452,0,2935.002622,0,0,270.7918196,6386.182486,419.48086,284.5831148,262.3230205,0,192.7635029,0,195938.4373
"4","I.A.29","Wild Progenitor","G1","Not_Flooded","No","Control","G1_C_4",35.27,100.5,35314.65835,0,6255.457896,0,3817.238446,0,1092.344769,164.4740573,1563.680181,0,0,0,352.56592,0,5227.161894,1815.452226,0,61629.54352,0,164.2472356,816.2177488,1377.204423,0,0,0,0,5934.193365,0,9527.388716,0,3983.838957,0,0,0,0,0,289.5662036,0,394.272753,0,0,139719.5067
"5","I.A.29","Wild Progenitor","G1","Not_Flooded","No","Control","G1_C_5",38.8,119.2,42242.73196,118.7371134,6483.092784,329.8195876,3574.871134,0,725.7989691,367.7835052,1475.128866,0,0,157.9639175,336.6237113,0,8185.953608,2021.597938,108.7113402,48749.69072,0,116.185567,4078.170103,1153.376289,0,0,1960.850515,955.9793814,2373.582474,0,345.0773196,0,202.0103093,0,0,0,253.9175258,0,0,0,115.8247423,110.5412371,0,126544.0206
"6","I.A.29","Wild Progenitor","G1","Not_Flooded","No","Control","G1_C_6",45.45,104.2,22965.4417,348.5276796,3637.997644,330.3415783,3089.799764,0,551.6372203,94.36984688,0,0,0,0,253.5924617,0,697.8563015,1048.339223,81.83745583,39079.08127,107.3027091,79.34040047,2788.881037,1726.972909,0,0,0,0,2839.858657,0,140.1413428,0,0,0,0,0,217.9269729,0,0,78.46878681,0,0,0,80157.71496
"7","I.A.29","Wild Progenitor","G1","Not_Flooded","Herbivory","Herbivory","G1_H_1",51.08,127.4,13494.6946,0,0,0,93904.15035,12534.04464,0,0,1473.981989,0,0,0,15506.852,2649.745497,41992.01253,0,0,6823.981989,1409.729836,0,0,0,0,0,1618.480814,777.7603759,57775.97886,0,84094.16601,2281.127643,1933.868442,148108.5552,0,0,424.7454973,486.2176977,0,1075.6852,0,2867.032106,2502.153485,493734.9648
"8","I.A.29","Wild Progenitor","G1","Not_Flooded","Herbivory","Herbivory","G1_H_2",45.21,107.1,0,6053.019244,0,363.9902676,28425.03871,4396.90334,0,0,1904.445919,0,0,0,21321.49967,702.632161,30673.72263,0,0,3469.542137,0,0,1676.133599,367.6399027,0,0,941.6279584,195.443486,92907.34351,0,98245.78633,1970.714444,3521.809334,87629.48463,357.0227826,147.3346605,241.3625304,214.6870161,282.4375138,426.3437293,0,1061.557178,0,387497.5227
"9","I.A.29","Wild Progenitor","G1","Not_Flooded","Herbivory","Herbivory","G1_H_3",49.27,118.2,0,24447.77755,0,805.1349706,56694.51999,6053.054597,0,267.9926933,6026.405521,0,0,0,19502.67912,3182.809012,14147.75726,0,0,4776.030039,0,0,9593.221027,1786.29998,0,0,1372.275218,0,62877.63345,0,81612.44165,2144.063325,2144.672214,118728.1104,283.8441242,0,267.5258778,385.1024964,355.46986,860.6048305,0,2444.266288,1649.868074,422409.5596
"10","I.A.29","Wild Progenitor","G1","Not_Flooded","Herbivory","Herbivory","G1_H_4",41.71,104.5,22858.59506,1775.976984,0,0,11309.0386,568.9283146,282.0187006,0,2021.026133,0,0,0,6007.28842,4535.531048,62969.91129,403.3325342,0,15409.2304,0,0,12756.96476,8198.849197,0,0,4824.382642,0,207909.0865,342.8674179,281365.0444,4853.776073,6230.304483,259385.6869,741.8844402,833.5411172,1395.037161,1631.023735,3652.841045,4622.224886,0,19432.12659,477.9429393,946794.4618
"11","I.A.29","Wild Progenitor","G1","Not_Flooded","Herbivory","Herbivory","G1_H_5",45.15,113.5,52270.65338,3983.477298,0,915.8139535,4540.730897,0,722.2812846,453.200443,11928.08416,0,0,810.2990033,3324.097453,0,161027.309,0,0,1694.662237,0,0,0,0,0,0,6010.564784,1111.406423,301312.9125,0,175620.5759,4062.591362,11140.22148,106432.7132,951.0963455,374.6843854,478.5603544,414.6179402,1054.662237,0,0,2280.819491,2303.45515,855219.4907
"12","I.A.29","Wild Progenitor","G1","Not_Flooded","Herbivory","Herbivory","G1_H_6",43.23,118,0,578.302105,0,0,3458.871154,0,0,0,1324.520009,0,0,0,1944.529262,0,5978.440898,0,0,2680.823502,0,0,401.6655101,0,0,0,759.4725885,0,26044.25168,0,76507.61046,1252.995605,905.227851,38916.84016,0,0,367.8232709,80.22206801,97.50173491,713.740458,350.1040944,402.0356234,408.2118899,163173.1899
"13","I.A.29","Wild Progenitor","G1","Flooded","No","Flooding","G1_F_1",19.83,77.5,111917.0953,0,19028.89561,484.3166919,7199.747857,0,5915.632879,0,1071.205245,0,0,153.2022189,2589.914271,0,46614.12002,6337.418053,416.3893091,144718.709,0,371.1548159,0,162.2793747,0,371.4069592,180.1311145,479.5763994,26838.27534,0,16449.8235,0,13970.2471,0,957.8416541,0,5498.184569,972.566818,583.308119,181.4926878,0,0,661.2708018,414124.2057
"14","I.A.29","Wild Progenitor","G1","Flooded","No","Flooding","G1_F_2",19.33,57.8,78615.93378,255.2509053,10348.47387,1039.161924,6933.367822,0,1370.408691,0,354.061045,154.3714434,0,0,1762.183135,0,12562.33833,2962.079669,229.3843766,105543.3006,0,200.931195,12223.38334,3580.962235,0,242.6797724,219.6585618,0,24381.94516,0,16080.7553,126.3838593,6805.897569,0,0,205.8975685,0,0,387.1184687,172.2193482,0,361.0450078,148.9912054,287268.1842
"15","I.A.29","Wild Progenitor","G1","Flooded","No","Flooding","G1_F_3",24.18,87.5,80880.64516,22503.01902,11732.09264,876.6335815,6439.660877,155.0868486,4681.637717,234.1604632,7775.558313,0,0,341.1497105,6830.934657,0,88576.59222,3823.69727,274.1521919,107874.0695,0,319.2721257,168.0314309,682.9197684,0,324.4003309,5032.712986,139.3300248,48688.50289,927.9983457,102046.1125,1634.822167,72074.11084,0,1007.816377,0,4504.962779,1643.879239,1075.930521,157.6095947,155.5004136,2014.061208,14192.55583,599789.6195
"16","I.A.29","Wild Progenitor","G1","Flooded","No","Flooding","G1_F_4",20.95,65.8,60664.86874,0,1189.642005,0,7548.210024,0,190.9307876,0,0,0,0,0,0,0,1412.983294,174.0811456,0,14958.18616,0,101.6229117,0,135.9427208,0,0,0,0,24920.38186,0,163.7708831,0,180.3818616,0,0,0,243.1026253,0,0,215.2267303,0,0,0,112099.3317
"17","I.A.29","Wild Progenitor","G1","Flooded","No","Flooding","G1_F_5",14.09,78.6,173515.6139,13544.07381,28028.10504,7953.016324,30895.59972,1646.770759,3925.266146,933.9957417,17257.7005,1626.89851,0,987.0830376,19182.54081,0,183538.7509,7850.532292,0,156576.5791,0,641.58978,0,0,0,810.4329312,7262.242725,3909.013485,181323.5628,0,437947.3385,5103.548616,402015.0461,1187.012065,0,726.8985096,952.0227111,7410.07807,1680.269695,6754.364798,1008.658623,29411.07168,11496.94819,1747102.626
"18","I.A.29","Wild Progenitor","G1","Flooded","No","Flooding","G1_F_6",20.06,64.7,93127.8664,2984.346959,17560.41874,5079.411765,7802.791625,0,1473.928215,238.1854437,3924.925224,116.6999003,0,311.7148554,18095.46361,210.9172483,85371.03689,4726.121635,283.3000997,107116.1017,0,251.445663,159.9700897,517.3479561,0,109.7208375,1113.858425,0,29546.70987,379.8105683,37111.3659,440.1794616,34589.1326,0,0,0,0,298.0059821,346.2612164,171.4356929,166.6999003,894.0179462,359.4217348,454878.6142
"19","I.A.29","Wild Progenitor","G1","Flooded","Herbivory","DualStress","G1_FH_1",28.93,87.6,40458.24404,285.9661251,6056.792257,375.2851711,3620.877981,61.14759765,371.7594193,107.6391289,6590.390598,99.4123747,0,375.6653992,5994.884203,667.9917041,46953.30107,1637.158659,0,12596.99274,54.78741791,111.1303146,220.9125475,363.6017974,0,0,497.4766678,48.46180436,2049.879018,0,34511.30315,286.9685448,214.0684411,15510.19703,432.6304874,0,1852.471483,474.559281,911.5451089,64.91531282,147.1828552,798.7901832,674.0062219,185478.3961
"20","I.A.29","Wild Progenitor","G1","Flooded","Herbivory","DualStress","G1_FH_2",24.6,85.1,47265.1626,2463.780488,5432.96748,2750.487805,48383.90244,7041.666667,5667.195122,1006.01626,28141.95122,4914.268293,940.2439024,1526.463415,16187.07317,2208.658537,156635.5285,3508.495935,0,25479.43089,0,723.3739837,2930.203252,954.6747967,0,198.2926829,1265,0,23777.64228,215.203252,60787.35772,1373.98374,1226.422764,45269.95935,917.7235772,219.8373984,6596.666667,1958.089431,1456.056911,282.3577236,0,884.1463415,1244.349593,511834.6342
"21","I.A.29","Wild Progenitor","G1","Flooded","Herbivory","DualStress","G1_FH_3",19.32,76.2,77338.9234,10798.9648,6304.140787,452.1221532,6046.79089,331.6252588,110.3519669,114.0269151,1777.846791,0,193.2194617,401.4492754,3850.310559,788.7163561,52615.01035,998.0848861,0,23941.97723,0,356.9358178,6753.10559,1869.875776,0,0,143.4782609,701.552795,11563.87164,113.1987578,8141.200828,0,165.7867495,1379.503106,510.2484472,0,3205.641822,411.6977226,1861.853002,0,0,0,119.6687371,223361.1801
"22","I.A.29","Wild Progenitor","G1","Flooded","Herbivory","DualStress","G1_FH_4",16.48,62.9,243233.1311,158954.551,66065.1699,1922.633495,51291.32282,7682.82767,8220.084951,295.0849515,21691.62621,1150.242718,324.8786408,2968.143204,60059.95146,52711.04369,284318.568,4537.43932,0,84068.93204,611.1650485,868.0218447,2651.092233,564.5024272,0,478.5800971,1651.456311,0,163473.1796,911.711165,45229.97573,778.276699,5564.684466,41426.51699,336.0436893,0,580.9466019,0,674.9393204,0,0,0,341.6262136,1315638.35
"23","I.A.29","Wild Progenitor","G1","Flooded","Herbivory","DualStress","G1_FH_5",18.33,66.3,116903.9825,24133.22422,14716.63939,848.8816148,30723.07692,8907.474086,2798.58156,227.2231315,12367.70322,177.959629,121.4948172,688.3797054,118613.257,9324.004364,120753.6279,872.7768685,0,31556.57392,478.0687398,398.7997818,135.3518822,546.2084015,0,156.7375887,1016.366612,0,41023.56792,0,70372.83142,1442.498636,1520.676487,74959.4108,0,138.3524277,350.1363884,368.8488816,692.3076923,140.6437534,172.9405346,124.1680306,245.8810693,688018.6579
"24","I.A.29","Wild Progenitor","G1","Flooded","Herbivory","DualStress","G1_FH_6",11.42,53.8,341230.9982,0,122450.5254,4258.844133,131546.7601,16582.1366,2494.1331,0,43216.46235,481.6987741,668.0385289,1865.236427,49635.55166,10297.63573,217429.7723,4117.513135,803.2399299,40576.35727,501.0507881,1245.271454,2396.409807,533.2749562,0,0,3253.765324,0,53366.63748,0,155120.1401,2374.69352,2373.204904,96346.6725,0,0,9443.169877,1795.359019,4016.287215,1966.549912,0,3958.231173,2021.978984,1328367.601
"25","I.A.8","Wild Progenitor","G2","Not_Flooded","No","Control","G2_C_1",27.51,93.6,91529.58924,930.5343511,12901.89022,1194.910941,8970.156307,109.6328608,3097.41912,0,1949.58197,0,103.2715376,154.1621229,898.1461287,0,3088.040712,3512.904398,0,75288.84042,124.173028,199.0548891,139.7310069,0,0,0,0,0,369.0657943,0,0,0,0,0,0,0,0,0,112.6862959,219.9927299,0,0,0,204893.7841
"26","I.A.8","Wild Progenitor","G2","Not_Flooded","No","Control","G2_C_2",32.08,100.9,72605.67332,557.2630923,13522.78678,0,4281.483791,0,2556.32793,0,1489.495012,0,0,0,376.9950125,0,3066.677057,3924.875312,0,84313.18579,0,276.8391521,4388.061097,970.105985,0,86.4713217,538.1546135,0,2437.874065,0,113.6221945,0,0,0,0,0,0,0,259.6321696,119.7630923,0,0,0,195885.2868
"27","I.A.8","Wild Progenitor","G2","Not_Flooded","No","Control","G2_C_3",40.4,101.7,64833.93564,114.7277228,9544.950495,103.3663366,3340.19802,0,2535.074257,0,1602.871287,0,0,86.63366337,0,0,420.7673267,2952.772277,126.1138614,67799.10891,81.60891089,157.3514851,461.1386139,234.9257426,0,97.7970297,0,0,273.2425743,0,0,0,0,0,0,0,219.1336634,0,0,0,0,0,0,154985.7178
"28","I.A.8","Wild Progenitor","G2","Not_Flooded","No","Control","G2_C_4",59.57,101.8,16549.11868,60.85277824,2995.282861,0,2552.526439,0,394.4099379,0,0,0,38.54289072,0,70.33741816,0,2268.507638,829.6793688,73.02333389,29473.25835,45.1569582,63.85764647,2525.818365,936.7298976,0,49.90767165,188.064462,0,4764.512338,0,624.1060937,0,72.85546416,0,0,81.76934699,0,0,69.85059594,57.44502266,0,178.6805439,0,64964.2941
"29","I.A.8","Wild Progenitor","G2","Not_Flooded","No","Control","G2_C_5",29.81,103.8,64953.97518,0,8233.881248,0,4904.595773,0,2398.658168,0,678.1616907,0,0,0,766.8903053,0,4752.499161,2327.876551,179.7718886,91447.63502,318.3830929,273.8678296,375.4444817,286.0114056,0,328.6816505,305.0989601,467.6618584,5669.204965,0,1827.474002,0,688.661523,0,0,0,829.9899363,0,532.3045958,200.2683663,349.513586,0,0,193096.5112
"30","I.A.8","Wild Progenitor","G2","Not_Flooded","No","Control","G2_C_6",38.81,95.1,32489.95104,0,4576.191703,0,3451.430044,0,2209.018294,0,0,361.8139655,0,0,0,0,1146.096367,927.9309456,130.0438031,57258.12935,0,146.9724298,0,0,0,134.0118526,0,0,2446.250966,0,0,0,0,0,0,0,0,0,0,123.6021644,0,0,0,105401.4429
"31","I.A.8","Wild Progenitor","G2","Not_Flooded","Herbivory","Herbivory","G2_H_1",38.15,80.6,0,782.0969856,0,171.4547837,11860.78637,618.112713,0,0,0,0,0,0,6358.768021,176.8283093,42098.26999,0,0,2946.369594,0,0,438.9252949,317.6671035,0,0,1192.214941,0,8541.074705,0,148438.4535,2336.880734,196.1205767,90513.3945,0,0,363.1716907,230.1703801,0,456.4875491,0,1208.335518,0,319245.5833
"32","I.A.8","Wild Progenitor","G2","Not_Flooded","Herbivory","Herbivory","G2_H_2",30.12,107.3,0,28128.71846,0,0,4635.856574,0,0,0,2817.430279,0,0,474.9667995,19343.7583,3280.909695,188513.8114,0,0,10630.47809,0,0,818.625498,699.1035857,0,0,6047.443559,568.8247012,312867.1979,0,298756.7065,8185.325365,11539.11023,444637.5166,1246.547145,459.3625498,1286.520584,945.0199203,463.0146082,1680.577689,0,3417.994688,612.2177955,1352057.039
"33","I.A.8","Wild Progenitor","G2","Not_Flooded","Herbivory","Herbivory","G2_H_3",34.82,100.4,0,8628.834003,0,0,5157.840322,0,0,0,99.97128087,0,0,0,627.4554854,618.6387134,13628.31706,0,0,4308.385985,0,0,0,0,0,0,70.10338886,0,3069.098219,0,13221.82654,116.7719701,0,8112.636416,0,0,0,0,248.9661114,86.96151637,0,0,0,57995.80701
"34","I.A.8","Wild Progenitor","G2","Not_Flooded","Herbivory","Herbivory","G2_H_4",36.27,116.5,18204.13565,0,0,0,5356.410256,703.1430935,0,0,404.0805073,0,0,0,3398.814447,0,10541.1635,0,0,3976.123518,0,0,272.8701406,209.5119934,0,0,1778.218914,0,34765.5914,0,150405.8451,1815.274331,1210.614833,46115.85332,0,0,386.1317894,781.8582851,358.4505101,1806.506755,0,7003.970223,0,289494.5686
"35","I.A.8","Wild Progenitor","G2","Not_Flooded","Herbivory","Herbivory","G2_H_5",41.49,104.2,11913.1839,245.5531453,0,0,5137.237889,751.6751024,0,0,0,0,0,0,1897.421065,251.86792,5627.331887,82.23668354,0,2457.821162,0,0,0,0,0,0,322.4632442,96.24005785,11445.64955,0,78043.48036,643.263437,272.4029887,45327.95854,0,0,208.2429501,0,625.066281,122.5114485,169.5589299,511.4967462,0,166152.6633
"36","I.A.8","Wild Progenitor","G2","Not_Flooded","Herbivory","Herbivory","G2_H_6",38.94,109.3,0,0,0,124.473549,3455.75244,0,0,0,0,0,0,0,82.28043143,0,1596.944016,0,0,2480.174628,0,0,0,0,0,0,0,0,7755.033385,0,11964.32974,71.44324602,123.6004109,4375.552131,66.6153056,0,0,0,347.1237802,129.7637391,0,0,0,32573.0868
"37","I.A.8","Wild Progenitor","G2","Flooded","No","Flooding","G2_F_1",14.27,73.1,139314.2957,6722.704975,15545.69026,0,10237.98178,0,0,0,306.8675543,0,0,0,1961.597758,0,433.917309,3012.053259,0,121549.1941,0,390.1892081,313.3847232,0,0,0,1323.615978,3281.149264,13454.59005,0,2041.83602,0,3461.878066,0,0,0,0,0,0,0,0,0,0,323350.946
"38","I.A.8","Wild Progenitor","G2","Flooded","No","Flooding","G2_F_2",17.13,76.8,135740.0467,958.3771162,17206.01284,0,9762.288383,0,1937.711617,0,0,0,0,204.2031524,219.4979568,0,997.1395213,4838.820782,282.3117338,162403.2107,0,404.2031524,6326.795096,929.0718039,0,0,0,0,302.9772329,0,1232.457677,0,0,0,0,0,0,0,296.2054874,322.4168126,0,0,0,344363.7478
"39","I.A.8","Wild Progenitor","G2","Flooded","No","Flooding","G2_F_3",13.53,61.6,234704.4346,0,42599.03917,355.2845528,11141.31559,0,9560.82779,0,1597.043607,0,0,679.3052476,965.631929,0,31600.7391,10721.0643,549.5934959,250301.1086,0,904.5084996,3712.195122,1954.175905,0,0,2950.184775,377.4575018,10419.95565,0,7202.734664,0,3166.444937,0,0,0,0,0,1445.084996,1057.427938,488.3961567,0,0,628453.9541
"40","I.A.8","Wild Progenitor","G2","Flooded","No","Flooding","G2_F_4",10.11,61.5,355911.6716,717.4085064,59798.61523,5330.66271,15908.50643,0,0,0,5886.053412,0,0,1183.877349,3981.206726,529.6735905,55570.52423,18749.15925,1014.342235,382331.2562,0,923.2443126,0,0,0,864.8862512,0,0,15784.76756,0,2003.659743,0,987.2403561,0,0,0,0,0,1702.373887,419.8813056,0,0,0,929599.0109
"41","I.A.8","Wild Progenitor","G2","Flooded","No","Flooding","G2_F_5",7.77,45.4,250340.2831,26049.54955,66055.21236,1607.078507,23099.2278,0,0,0,1842.985843,0,0,1425.997426,1820.07722,0,1313.770914,25486.48649,0,637609.1377,0,1588.674389,4187.129987,1471.814672,0,2844.658945,0,0,2193.693694,0,0,0,0,0,0,0,0,0,3859.459459,804.6332046,0,0,0,1053599.871
"42","I.A.8","Wild Progenitor","G2","Flooded","No","Flooding","G2_F_6",17.33,60.9,64491.80612,0,15891.74841,3132.025389,9757.703405,0,6003.346797,0,2827.29371,0,0,345.8165032,2282.227351,0,26987.36295,5416.387767,0,205266.2435,0,366.1281016,66106.46278,25186.95903,389.9019042,985.0548182,2559.780727,2529.774957,19173.05251,1287.593768,2585.804962,401.3848817,3790.017311,0,0,2618.522793,0,0,1557.934218,1449.971148,0,2594.57588,2809.924986,478794.8067
"43","I.A.8","Wild Progenitor","G2","Flooded","Herbivory","DualStress","G2_FH_1",10.44,52.4,243256.1303,5306.992337,76018.77395,730.0766284,175191.954,14286.11111,3361.877395,813.3141762,40557.75862,1734.099617,0,3827.586207,48552.39464,10833.71648,346676.4368,3822.701149,0,44651.341,0,1098.084291,0,0,0,0,3022.030651,389.559387,81664.36782,748.1800766,129823.4674,1646.934866,3240.996169,72117.04981,1717.337165,0,0,1007.183908,8385.057471,423.2758621,674.9042146,1722.701149,0,1327302.395
"44","I.A.8","Wild Progenitor","G2","Flooded","Herbivory","DualStress","G2_FH_2",12.08,67.8,146959.5199,828.3112583,39777.81457,4375.496689,139840.894,59724.50331,2348.427152,0,19295.36424,0,0,6229.139073,36138.16225,5114.900662,612357.947,2323.923841,0,22640.81126,0,837.3344371,4276.572848,1900.496689,0,0,8260.016556,1299.006623,485841.4735,4938.576159,336943.7086,6187.996689,21465.23179,248165.7285,3822.847682,696.7715232,5422.847682,3945.529801,4284.437086,3117.384106,1059.188742,3127.069536,5787.748344,2249335.182
"45","I.A.8","Wild Progenitor","G2","Flooded","Herbivory","DualStress","G2_FH_3",13.69,59.1,124563.0387,28928.63404,46518.18846,2843.827611,269556.6837,45796.05551,4048.721695,1523.374726,33841.271,898.0277575,0,6016.87363,39838.5683,3761.723886,566807.5237,2344.046749,0,31615.04748,5052.154858,2247.479912,0,0,0,0,5400.876552,622.3520818,80189.9927,579.2549306,394335.5734,5865.157049,168888.6779,2703.652301,0,614.8283419,13992.76844,4884.58729,3918.480643,4848.575603,839.4448503,18428.92622,8089.919649,1930404.31
"46","I.A.8","Wild Progenitor","G2","Flooded","Herbivory","DualStress","G2_FH_4",15.98,61,202890.9262,31741.17647,48024.40551,1281.35169,88344.11765,5331.789737,4107.321652,1427.596996,39103.12891,1489.173967,0,2950.500626,57050.93867,14252.12766,379617.3967,4359.574468,617.9599499,43088.23529,752.5657071,1060.137672,0,380.4130163,0,0,2459.011264,0,73284.54318,439.7997497,137349.1865,2238.297872,0,89133.97997,609.0112641,0,0,879.0362954,1896.808511,926.6583229,0,0,4793.116395,1241880.288
"47","I.A.8","Wild Progenitor","G2","Flooded","Herbivory","DualStress","G2_FH_5",16.36,69.8,225149.7555,802.6894866,93369.00978,4409.413203,27379.4621,2920.537897,2559.535452,1326.772616,28074.20538,449.5721271,0,1861.430318,18962.28606,674.1442543,228147.1271,2790.281174,0,24627.75061,475.9779951,1331.784841,796.2713936,0,0,0,5864.364303,965.1589242,412324.2665,1991.625917,120442.2983,2648.594132,14998.10513,81013.38631,1104.706601,0,0,535.6356968,1374.755501,881.7848411,1425,0,1462.897311,1313140.587
"48","I.A.8","Wild Progenitor","G2","Flooded","Herbivory","DualStress","G2_FH_6",10.48,60.4,411297.042,1446.755725,137104.9618,1797.328244,34040.83969,1422.614504,8085.496183,757.1564885,38224.23664,2311.545802,0,5144.561069,21713.4542,9364.026718,566404.9618,5413.740458,0,68554.10305,1110.591603,1669.751908,0,0,0,0,11163.83588,888.8358779,248842.6527,901.3358779,435500.4771,10753.33969,9910.114504,297842.6527,2179.484733,577.2900763,18592.17557,3585.687023,4258.587786,2360.496183,0,4684.923664,4099.045802,2372004.103
"49","30919","Wild","G3","Not_Flooded","No","Control","G3_C_1",49.28,102.1,18872.82873,0,5870.170455,0,3194.602273,0,814.6306818,0,147.7678571,0,0,465.3612013,234.5576299,78.73376623,37023.41721,1810.856331,125.3246753,51757.69075,0,118.9732143,0,156.5949675,0,76.25811688,145.211039,82.58928571,9906.61526,0,3890.44237,0,237.2564935,0,0,0,0,0,145.3125,76.88717532,0,0,0,135232.082
"50","30919","Wild","G3","Not_Flooded","No","Control","G3_C_2",33.94,107.3,45304.36064,103.8597525,8902.239246,205.509723,4141.632292,0,2581.290513,390.7778433,92.69298763,0,0,118.0318209,1474.425457,0,5877.19505,3479.758397,178.6977018,67316.88273,0,298.1143194,1310.017678,2300.294638,0,83.91278727,0,0,22759.60519,0,139.8644667,0,605.3624042,0,0,0,0,0,95.25633471,127.3423689,0,0,0,167887.1243
"51","30919","Wild","G3","Not_Flooded","No","Control","G3_C_3",42.98,99.4,16558.07352,62.37785016,4797.208004,87.99441601,3673.964635,0,516.0772452,172.7082364,63.4481154,0,0,90.18147976,1179.222894,0,4246.207538,1651.279665,91.60074453,47194.20661,0,0,0,0,0,0,0,0,0,0,308.5621219,0,0,0,0,0,0,0,80.1535598,65.96091205,0,0,0,80839.22755
"52","30919","Wild","G3","Not_Flooded","No","Control","G3_C_4",39.17,98.9,29525.91269,71.91728364,9010.569313,0,4420.525913,0,1247.56191,396.9619607,0,0,64.53918815,98.39162624,188.3584376,0,6907.224917,3427.138116,210.7735512,58823.92137,0,0,535.1799847,737.8350779,0,0,0,0,172.7342354,0,376.7934644,0,0,0,0,0,0,0,0,134.8736278,0,0,0,116351.2127
"53","30919","Wild","G3","Not_Flooded","No","Control","G3_C_5",55.64,99.5,9147.178289,0,3156.092739,0,3140.168943,0,157.6024443,117.9187635,0,0,0,155.8231488,142.4874191,34.05823149,8719.320633,1134.867002,0,27602.92955,0,91.44500359,946.5312725,2142.415528,0,0,66.01365924,0,162.6527678,0,296.9626168,0,40.65420561,0,0,29.11574407,0,0,0,58.89647735,0,28.39683681,0,57371.53127
"54","30919","Wild","G3","Not_Flooded","No","Control","G3_C_6",45.56,109.7,4488.762072,0,1432.462687,36.67690957,3127.15101,0,105.048288,0,77.56804214,0,0,0,0,0,4080.311677,471.3784021,0,24102.76558,0,61.15013169,415.9569798,1413.257243,0,0,0,0,4843.415277,0,502.3924495,0,70.52238806,0,0,36.06233538,0,0,0,53.3143108,0,0,0,45318.19578
"55","30919","Wild","G3","Not_Flooded","Herbivory","Herbivory","G3_H_1",45.96,89.8,4924.912968,22293.42907,118.7119234,0,12489.57789,0,0,0,3227.719756,0,0,206.4403829,182.4412533,3440.230635,55772.78068,226.740644,0,8574.042646,0,0,800.7832898,657.6588338,0,0,940.0130548,0,1503.372498,0,89353.41601,1574.434291,0,29761.27067,0,0,0,0,137.0322019,156.1357702,0,1067.689295,0,237408.8338
"56","30919","Wild","G3","Not_Flooded","Herbivory","Herbivory","G3_H_2",56.65,95.1,3477.793469,28405.41924,308.6319506,1580.176523,25875.37511,0,0,643.4068844,17874.42189,0,0,1090.27361,43947.99647,4443.795234,276720.0177,0,0,8951.050309,0,0,1529.073257,1430.361871,0,0,1575.586937,0,578.5701677,0,102377.5993,2661.429832,0,42551.19153,0,0,0,0,0,307.0079435,0,1182.842012,0,567512.0212
"57","30919","Wild","G3","Not_Flooded","Herbivory","Herbivory","G3_H_3",39.91,80.5,3314.532699,39106.38938,0,2079.027813,23409.12052,0,0,1722.47557,50270.48359,0,0,1716.136307,18784.38988,4944.725633,367624.2295,811.2002005,0,11966.67502,0,551.4407417,1959.95991,1332.147331,0,0,5458.882486,3378.827362,60860.83688,0,305741.7439,7964.52017,0,94300.25056,0,671.3856176,803.2072162,0,0,1549.812077,547.6321724,4728.514157,0,1015598.547
